"","play","odk","dn","dist","yds.to.endzone","gn.ls","result","play.type","game","drive","drive.outcome","next.score"
"377",20,"D",2,10,44,11,"Rush","Run",3,4,NA,NA
"378",21,"D",1,10,33,5,"Rush","Run",3,4,NA,NA
"379",22,"D",2,5,28,0,"Rush","Run",3,4,NA,NA
"380",23,"D",3,5,28,1,"Rush","Run",3,4,NA,NA
"381",24,"K",4,4,27,NA,NA,"FG Block",3,4,NA,NA
"382",25,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"383",26,"O",1,10,72,4,NA,"Run",3,5,NA,NA
"384",27,"O",2,6,68,5,"Penalty",NA,3,5,NA,NA
"385",28,"O",2,1,63,2,NA,"Run",3,5,NA,NA
"386",29,"O",1,10,61,15,"Complete","Pass",3,5,NA,NA
"387",30,"O",1,10,31,6,NA,"Run",3,5,NA,NA
"388",31,"O",2,4,25,14,"Complete","Pass",3,5,NA,NA
"389",32,"O",1,10,11,8,NA,"Run",3,5,NA,NA
"390",33,"O",2,2,3,3,"Complete, TD","Pass",3,5,NA,NA
"391",34,"K",1,10,0,NA,NA,"Extra Pt.",3,5,NA,NA
"392",35,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"393",36,"D",1,10,75,11,"Rush","Run",3,6,NA,NA
"394",37,"D",1,10,64,8,"Rush","Run",3,6,NA,NA
"395",38,"D",2,2,56,3,"Rush","Run",3,6,NA,NA
"396",39,"D",1,10,53,2,"Rush","Run",3,6,NA,NA
"397",40,"D",2,8,51,16,"Complete","Pass",3,6,NA,NA
"398",41,"D",1,10,35,5,"Rush","Run",3,6,NA,NA
"399",42,"D",2,5,30,-5,"Sack","Pass",3,6,NA,NA
"400",43,"D",3,10,35,-10,"Penalty","Pass",3,6,NA,NA
"401",44,"D",3,20,45,23,"Complete","Pass",3,6,NA,NA
"402",45,"D",1,10,22,5,"Rush","Run",3,6,NA,NA
"403",46,"D",2,5,17,1,"Rush","Run",3,6,NA,NA
"404",47,"D",3,4,16,6,"Complete","Pass",3,6,NA,NA
"405",48,"D",1,10,10,8,"Rush","Run",3,6,NA,NA
"406",49,"D",2,2,2,0,"Rush","Run",3,6,NA,NA
"407",50,"D",3,2,2,-2,"Rush","Run",3,6,NA,NA
"408",51,"K",4,4,4,NA,"Good","FG Block",3,6,NA,NA
"409",52,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"410",53,"O",1,10,75,0,"Incomplete","Pass",3,7,NA,NA
"411",54,"O",2,10,75,4,NA,"Run",3,7,NA,NA
"412",55,"O",3,6,71,0,"Incomplete","Pass",3,7,NA,NA
"413",56,"K",4,6,71,NA,NA,"Punt",3,7,NA,NA
"414",57,"D",1,10,72,4,"Rush","Run",3,8,NA,NA
"415",58,"D",1,10,53,-1,"Rush","Run",3,8,NA,NA
"416",59,"D",2,11,54,8,"Rush","Run",3,8,NA,NA
"417",60,"D",3,3,46,NA,"Interception","Pass",3,8,NA,NA
"418",61,"O",1,10,55,2,NA,"Run",3,9,NA,NA
"419",62,"O",2,8,53,0,"Incomplete","Pass",3,9,NA,NA
"420",63,"O",3,8,53,10,"Complete","Pass",3,9,NA,NA
"421",64,"O",3,-2,63,0,"Incomplete","Pass",3,9,NA,NA
"422",65,"K",4,-2,63,NA,NA,"Punt",3,9,NA,NA
"423",66,"D",1,10,78,1,"Rush","Run",3,10,NA,NA
"424",67,"D",2,9,77,0,"Incomplete","Pass",3,10,NA,NA
"425",68,"D",3,9,77,NA,"Interception","Pass",3,10,NA,NA
"426",69,"O",1,10,42,0,"Incomplete","Pass",3,11,NA,NA
"427",70,"O",2,10,42,19,"Complete","Pass",3,11,NA,NA
"428",71,"O",1,10,12,2,NA,"Run",3,11,NA,NA
"429",72,"O",1,5,5,5,"Scramble, TD","Pass",3,11,NA,NA
"430",73,"K",1,10,0,NA,NA,"Extra Pt.",3,11,NA,NA
"431",74,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"432",75,"D",1,10,75,28,"Complete","Pass",3,12,NA,NA
"433",76,"D",1,10,46,0,"Rush","Run",3,12,NA,NA
"434",77,"D",2,10,46,21,"Complete","Pass",3,12,NA,NA
"435",78,"D",1,10,25,-5,"Penalty",NA,3,12,NA,NA
"436",79,"D",1,15,30,1,"Rush","Run",3,12,NA,NA
"437",80,"D",2,14,29,0,"Incomplete","Pass",3,12,NA,NA
"438",81,"D",3,14,29,0,"Incomplete","Pass",3,12,NA,NA
"439",82,"D",4,14,29,5,"Penalty",NA,3,12,NA,NA
"440",83,"K",4,9,24,NA,NA,"FG Block",3,12,NA,NA
"441",84,"O",1,10,75,8,"Complete","Pass",3,13,NA,NA
"442",85,"O",2,2,67,-3,"Complete","Pass",3,13,NA,NA
"443",86,"O",3,5,70,-1,"Sack","Pass",3,13,NA,NA
"444",87,"K",4,6,71,NA,NA,"Punt",3,13,NA,NA
"445",88,"D",1,10,66,0,"Incomplete","Pass",3,14,NA,NA
"446",89,"D",1,10,51,5,"Rush","Run",3,14,NA,NA
"447",90,"D",2,5,46,0,"Incomplete","Pass",3,14,NA,NA
"448",91,"D",3,5,46,6,"Rush","Run",3,14,NA,NA
"449",92,"D",1,10,40,13,"Scramble","Pass",3,14,NA,NA
"450",93,"D",1,10,27,27,"Complete, TD","Pass",3,14,NA,NA
"451",94,"K",1,3,0,NA,NA,"Extra Pt. Block",3,14,NA,NA
"452",95,"K",1,3,0,NA,NA,"Extra Pt. Block",3,15,NA,NA
"453",96,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"454",97,"O",1,10,65,2,NA,"Run",3,16,NA,NA
"455",98,"K",0,8,65,NA,NA,"KO",3,NA,NA,NA
"456",99,"D",1,10,75,4,"Rush","Run",3,17,NA,NA
"457",100,"D",2,6,71,11,"Rush","Run",3,17,NA,NA
"458",101,"D",1,10,59,10,"Complete","Pass",3,17,NA,NA
"459",102,"D",1,10,49,9,"Rush","Run",3,17,NA,NA
"460",103,"D",2,1,40,2,"Rush","Run",3,17,NA,NA
"461",104,"D",1,10,38,6,"Rush","Run",3,17,NA,NA
"462",105,"D",2,4,32,3,"Rush","Run",3,17,NA,NA
"463",106,"D",3,1,29,2,"Rush","Run",3,17,NA,NA
"464",107,"D",1,10,27,12,"Complete","Pass",3,17,NA,NA
"465",108,"D",1,10,15,10,"Rush","Run",3,17,NA,NA
"466",109,"D",1,5,5,1,NA,NA,3,17,NA,NA
"467",110,"D",1,5,5,4,"Rush","Run",3,17,NA,NA
"468",111,"D",2,1,1,1,"Rush, TD","Run",3,17,NA,NA
"469",112,"K",1,10,0,NA,NA,"Extra Pt. Block",3,17,NA,NA
"470",113,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"471",114,"O",1,10,74,-5,NA,"Run",3,18,NA,NA
"472",115,"O",2,15,79,0,"Dropped","Pass",3,18,NA,NA
"473",116,"O",3,15,79,0,"Incomplete","Pass",3,18,NA,NA
"474",117,"K",4,15,79,NA,NA,"Punt",3,18,NA,NA
"475",118,"D",1,10,69,0,"Incomplete","Pass",3,19,NA,NA
"476",119,"D",2,10,69,0,"Incomplete","Pass",3,19,NA,NA
"477",120,"D",3,10,69,0,"Scramble","Pass",3,19,NA,NA
"478",121,"K",4,10,69,NA,NA,"Punt Rec",3,19,NA,NA
"479",122,"O",1,10,60,4,NA,"Run",3,20,NA,NA
"480",123,"O",2,6,56,0,"Incomplete","Pass",3,20,NA,NA
"481",124,"O",3,6,56,0,"Incomplete","Pass",3,20,NA,NA
"482",125,"K",4,6,56,NA,NA,"Punt",3,20,NA,NA
"483",126,"D",1,10,84,-1,"Rush","Run",3,21,NA,NA
"484",127,"D",2,11,85,2,"Rush","Run",3,21,NA,NA
"485",128,"D",3,9,84,33,"Complete","Pass",3,21,NA,NA
"486",129,"D",1,10,51,3,"Rush","Run",3,21,NA,NA
"487",130,"D",2,7,47,7,"Complete","Pass",3,21,NA,NA
"488",131,"D",1,10,40,9,"Rush","Run",3,21,NA,NA
"489",132,"D",2,1,31,-1,"Rush","Run",3,21,NA,NA
"490",133,"D",3,2,32,2,"Rush","Run",3,21,NA,NA
"491",134,"D",1,10,30,1,"Rush","Run",3,21,NA,NA
"492",135,"D",2,9,29,2,"Rush","Run",3,21,NA,NA
"493",136,"D",3,7,27,-8,"Sack","Pass",3,21,NA,NA
"494",137,"D",4,15,35,-7,"Sack","Pass",3,21,NA,NA
"495",138,"O",1,10,58,8,"Complete","Pass",3,22,NA,NA
"496",139,"O",2,2,50,8,"Complete","Pass",3,22,NA,NA
"497",140,"O",1,10,42,-10,"Penalty","Pass",3,22,NA,NA
"498",141,"O",1,20,52,-1,"Complete","Pass",3,22,NA,NA
"499",142,"O",2,21,53,0,"Incomplete","Pass",3,22,NA,NA
"500",143,"O",3,21,53,14,"Complete","Pass",3,22,NA,NA
"501",144,"K",4,7,39,NA,NA,"Punt",3,22,NA,NA
"502",145,"D",1,10,93,1,"Rush","Run",3,23,NA,NA
"503",146,"D",2,9,92,0,"Incomplete","Pass",3,23,NA,NA
"504",147,"D",3,9,92,0,"Incomplete","Pass",3,23,NA,NA
"505",148,"K",4,9,92,NA,NA,"Punt Rec",3,23,NA,NA
"506",149,"O",1,10,45,0,"Incomplete","Pass",3,24,NA,NA
"507",150,"O",2,10,45,45,"Complete, TD","Pass",3,24,NA,NA
"508",151,"K",1,10,0,NA,NA,"Extra Pt.",3,24,NA,NA
"509",152,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"510",153,"D",1,10,75,0,"Rush","Run",3,25,NA,NA
"511",154,"D",2,10,75,0,"Incomplete","Pass",3,25,NA,NA
"512",155,"D",3,10,75,12,"Scramble","Pass",3,25,NA,NA
"513",156,"D",1,10,63,0,"Incomplete","Pass",3,25,NA,NA
"514",157,"D",2,10,63,-8,"Sack","Pass",3,25,NA,NA
"515",158,"D",3,18,71,43,"Complete","Pass",3,25,NA,NA
"516",159,"D",1,10,28,1,"Rush","Run",3,25,NA,NA
"517",160,"D",2,9,27,27,"Complete, TD","Pass",3,25,NA,NA
"518",161,"K",1,10,0,NA,NA,"Extra Pt. Block",3,25,NA,NA
"519",162,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"520",163,"O",1,10,71,13,"Complete","Pass",3,26,NA,NA
"521",164,"O",1,10,58,15,"Complete","Pass",3,26,NA,NA
"522",165,"O",1,10,42,23,"Complete","Pass",3,26,NA,NA
"523",166,"O",1,10,19,0,"Timeout",NA,3,26,NA,NA
"524",167,"O",1,10,19,5,NA,"Run",3,26,NA,NA
"525",168,"O",2,5,14,3,NA,"Run",3,26,NA,NA
"526",169,"O",3,2,11,6,NA,"Run",3,26,NA,NA
"527",170,"O",1,5,5,-5,"Penalty",NA,3,26,NA,NA
"528",171,"O",1,10,10,10,"Complete, TD","Pass",3,26,NA,NA
"529",172,"K",1,10,0,NA,NA,"Extra Pt.",3,26,NA,NA
"530",173,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"531",174,"D",1,10,77,-8,"Sack","Pass",3,27,NA,NA
"532",175,"D",2,18,85,10,"Complete","Pass",3,27,NA,NA
"533",176,"D",3,8,75,10,"Complete","Pass",3,27,NA,NA
"534",177,"D",1,10,65,NA,"Interception","Pass",3,27,NA,NA
"535",178,"O",1,10,22,4,NA,"Run",3,28,NA,NA
"536",179,"O",2,6,18,0,NA,"Run",3,28,NA,NA
"537",180,"O",3,6,18,0,NA,"Run",3,28,NA,NA
"538",181,"K",4,6,18,NA,NA,"FG",3,28,NA,NA
"539",182,"K",NA,NA,NA,NA,NA,"KO",3,NA,NA,NA
"540",183,"D",1,10,75,14,"Rush","Run",3,29,NA,NA
"541",184,"D",1,10,60,20,"Rush","Run",3,29,NA,NA
"542",185,"D",1,10,39,9,"Scramble","Pass",3,29,NA,NA
"543",186,"D",2,1,30,10,"Complete","Pass",3,29,NA,NA
"544",187,"D",1,10,20,20,"Complete, TD","Pass",3,29,NA,NA
"545",188,"K",1,10,0,NA,NA,"Extra Pt. Block",3,29,NA,NA
"546",189,"K",0,NA,65,NA,NA,"KO Rec",3,NA,NA,NA
"547",1,"K",NA,NA,NA,NA,NA,"KO",4,NA,NA,NA
"548",2,"D",1,10,78,2,"Rush","Run",4,1,NA,NA
"549",3,"D",2,8,76,7,"Complete","Pass",4,1,NA,NA
"550",4,"D",3,1,69,0,"Timeout",NA,4,1,NA,NA
"551",5,"D",3,1,69,8,"Penalty","Pass",4,1,NA,NA
"552",6,"D",1,10,61,4,"Rush","Run",4,1,NA,NA
"553",7,"D",2,6,57,3,"Rush","Run",4,1,NA,NA
"554",8,"D",3,3,54,3,"Complete","Pass",4,1,NA,NA
"555",9,"D",1,10,51,-10,"Sack","Pass",4,1,NA,NA
"556",10,"D",2,20,61,7,"Complete","Pass",4,1,NA,NA
"557",11,"D",3,13,54,4,"Complete","Pass",4,1,NA,NA
"558",12,"K",4,9,50,NA,NA,"Punt Rec",4,1,NA,NA
"559",13,"O",1,10,72,0,"Incomplete","Pass",4,2,NA,NA
"560",14,"O",2,10,72,6,NA,"Run",4,2,NA,NA
"561",15,"O",3,4,66,2,NA,"Run",4,2,NA,NA
"562",16,"K",4,2,64,NA,NA,"Punt",4,2,NA,NA
"563",17,"D",1,10,74,0,"Incomplete","Pass",4,3,NA,NA
"564",18,"D",2,10,74,-1,"Rush","Run",4,3,NA,NA
"565",19,"D",3,11,75,-5,"Penalty",NA,4,3,NA,NA
"566",20,"D",3,16,80,-6,"Sack","Pass",4,3,NA,NA
"567",21,"K",4,22,86,NA,NA,"Punt Rec",4,3,NA,NA
"568",22,"O",1,10,43,-10,"Penalty","Run",4,4,NA,NA
"569",23,"O",1,20,53,7,"Complete","Pass",4,4,NA,NA
"570",24,"O",2,13,46,0,"Incomplete","Pass",4,4,NA,NA
"571",25,"O",3,13,46,NA,"Interception","Pass",4,4,NA,NA
"572",26,"D",1,10,82,5,"Complete","Pass",4,5,NA,NA
"573",27,"D",2,5,77,2,"Complete","Pass",4,5,NA,NA
"574",28,"D",3,3,75,0,"Rush","Run",4,5,NA,NA
"575",29,"K",4,3,75,NA,"Blocked, Def TD","Punt Rec",4,5,NA,NA
"576",30,"K",1,10,3,NA,"Good","Extra Pt.",4,6,NA,NA
"577",31,"K",0,NA,65,NA,NA,"KO",4,NA,NA,NA
"578",32,"D",1,10,76,-3,"Complete","Pass",4,7,NA,NA
"579",33,"D",1,20,86,-4,"Rush","Run",4,7,NA,NA
"580",34,"D",2,24,90,3,"Rush","Run",4,7,NA,NA
"581",35,"D",3,21,87,0,"Incomplete","Pass",4,7,NA,NA
"582",36,"K",4,21,87,NA,NA,"Punt Rec",4,7,NA,NA
"583",37,"O",1,10,41,6,NA,"Run",4,8,NA,NA
"584",38,"O",2,4,35,-4,NA,"Run",4,8,NA,NA
"585",39,"O",3,8,40,2,NA,"Run",4,8,NA,NA
"586",40,"O",4,6,38,0,"Incomplete","Pass",4,8,NA,NA
"587",41,"D",1,10,62,9,"Complete","Pass",4,9,NA,NA
"588",42,"D",2,1,53,NA,"Fumble","Run",4,9,NA,NA
"589",43,"O",1,10,45,-7,NA,"Run",4,10,NA,NA
"590",44,"O",2,17,52,8,NA,"Run",4,10,NA,NA
"591",45,"O",3,9,44,0,"Incomplete","Pass",4,10,NA,NA
"592",46,"K",4,9,44,NA,"Penalty","Punt",4,10,NA,NA
"593",47,"K",4,NA,NA,NA,NA,"Punt",4,11,NA,NA
"594",48,"D",1,10,87,-1,"Rush","Run",4,12,NA,NA
"595",49,"D",2,11,88,3,"Complete","Pass",4,12,NA,NA
"596",50,"D",3,8,85,-5,"Sack","Pass",4,12,NA,NA
"597",51,"K",4,13,90,NA,NA,"Punt Rec",4,12,NA,NA
"598",52,"O",1,10,33,-2,NA,"Run",4,13,NA,NA
"599",53,"O",2,12,35,0,"Incomplete","Pass",4,13,NA,NA
"600",54,"O",3,12,35,8,"Complete","Pass",4,13,NA,NA
"601",55,"O",4,4,27,5,"Complete","Pass",4,13,NA,NA
"602",56,"O",1,10,22,0,"Timeout",NA,4,13,NA,NA
"603",57,"O",1,10,22,21,"Complete","Pass",4,13,NA,NA
"604",58,"O",1,1,1,1,"Rush, TD","Run",4,13,NA,NA
"605",59,"K",0,0,3,NA,"Good","Extra Pt.",4,13,NA,NA
"606",60,"K",0,NA,65,NA,NA,"KO",4,NA,NA,NA
"607",61,"D",1,10,80,0,"Incomplete","Pass",4,14,NA,NA
"608",62,"D",2,10,80,4,"Complete","Pass",4,14,NA,NA
"609",63,"D",3,6,76,-1,"Sack","Pass",4,14,NA,NA
"610",64,"K",4,7,77,NA,NA,"Punt Rec",4,14,NA,NA
"611",65,"O",1,10,45,4,NA,"Run",4,15,NA,NA
"612",66,"O",2,6,41,NA,"Fumble","Run",4,15,NA,NA
"613",67,"D",1,10,60,0,"Incomplete","Pass",4,16,NA,NA
"614",68,"D",2,10,60,6,"Rush","Run",4,16,NA,NA
"615",69,"D",3,4,54,0,"Incomplete","Pass",4,16,NA,NA
"616",70,"K",4,4,54,NA,NA,"Punt Rec",4,16,NA,NA
"617",71,"O",1,10,75,3,NA,"Run",4,17,NA,NA
"618",72,"O",2,7,72,15,"Complete","Pass",4,17,NA,NA
"619",73,"O",1,10,58,2,NA,"Run",4,17,NA,NA
"620",74,"O",2,8,56,9,NA,"Run",4,17,NA,NA
"621",75,"O",1,10,62,5,NA,"Run",4,17,NA,NA
"622",76,"O",2,5,57,-1,"Sack","Pass",4,17,NA,NA
"623",77,"O",3,6,58,0,"Incomplete","Pass",4,17,NA,NA
"624",78,"K",4,6,58,NA,NA,"Punt",4,17,NA,NA
"625",79,"D",1,10,77,0,"Incomplete","Pass",4,18,NA,NA
"626",80,"D",2,10,77,15,"Complete","Pass",4,18,NA,NA
"627",81,"D",1,10,62,28,"Complete","Pass",4,18,NA,NA
"628",82,"D",1,10,34,4,"Complete","Pass",4,18,NA,NA
"629",83,"D",2,6,30,5,"Complete","Pass",4,18,NA,NA
"630",84,"D",3,1,25,0,"Incomplete","Pass",4,18,NA,NA
"631",85,"D",4,1,25,0,"Rush","Run",4,18,NA,NA
"632",86,"O",1,10,75,0,NA,"Run",4,19,NA,NA
"633",87,"K",2,10,75,NA,NA,"KO Rec",4,NA,NA,NA
"634",88,"O",1,10,15,4,NA,"Run",4,20,NA,NA
"635",89,"O",2,6,12,5,NA,"Run",4,20,NA,NA
"636",90,"O",3,1,7,6,NA,"Run",4,20,NA,NA
